country,time,population
gtm,1893,1301507
gin,1893,1872144
gnb,1893,354609
guy,1893,274534
hti,1893,1452864
hnd,1893,475736
hkg,1893,238235
hun,1893,6769622
isl,1893,98726
ind,1893,232584126
idn,1893,36227117
irn,1893,9708564
irq,1893,2067853
irl,1893,3278037
isr,1893,330540
ita,1893,32303000
jam,1893,660965
jpn,1893,41001000
jor,1893,307115
kaz,1893,3979810
ken,1893,2574000
kir,1893,22109
kwt,1893,92365
kgz,1893,1033490
lao,1893,1045263
lva,1893,1154669
lbn,1893,561853
lso,1893,478270
lbr,1893,570757
lby,1893,774341
ltu,1893,1521618
lux,1893,204272
mac,1893,67258
mkd,1893,744786
mdg,1893,2768539
mwi,1893,737000
mys,1893,1756422
mdv,1893,64834
mli,1893,2745897
mlt,1893,215436
mhl,1893,9145
mrt,1893,518467
mus,1893,371000
mex,1893,12263000
fsm,1893,23881
mda,1893,1389635
mco,1893,13227
mng,1893,697907
mne,1893,241031
mar,1893,4439716
moz,1893,3937486
mmr,1893,8210020
nam,1893,229000
nru,1893,2396
npl,1893,5219134
nld,1893,4684000
nzl,1893,705000
nic,1893,519645
ner,1893,1825589
nga,1893,16530200
prk,1893,4713520
nor,1893,2038000
omn,1893,406359
pak,1893,18079296
plw,1893,5590
pan,1893,239471
png,1893,1194087
pry,1893,426243
per,1893,3407436
phl,1893,5849914
pol,1893,23407019
prt,1893,5141000
pri,1893,872609
qat,1893,16014
rou,1893,10557252
rus,1893,60817278
rwa,1893,1457251
wsm,1893,34664
smr,1893,8825
stp,1893,39204
sau,1893,2513107
sen,1893,1648252
srb,1893,4079032
syc,1893,16559
sle,1893,1294432
sgp,1893,172529
svk,1893,2792459
svn,1893,892399
slb,1893,79204
som,1893,1582288
zaf,1893,4082446
kor,1893,9862375
ssd,1893,1459333
esp,1893,17996000
lka,1893,3524000
kna,1893,29905
lca,1893,43490
vct,1893,42313
sdn,1893,5673471
sur,1893,139924
swz,1893,86000
swe,1893,4848633
che,1893,3040000
syr,1893,1790492
twn,1893,2604054
tjk,1893,909510
tza,1893,3908048
tha,1893,6858694
tls,1893,307122
tgo,1893,846261
ton,1893,19783
tto,1893,223890
tun,1893,1507132
tur,1893,13412260
tkm,1893,717667
tca,1893,4814
tuv,1893,3757
uga,1893,2678006
ukr,1893,22022394
are,1893,45629
gbr,1893,35211963
usa,1893,67231000
ury,1893,748000
uzb,1893,3745717
vut,1893,37638
ven,1893,2314000
vnm,1893,14574791
pse,1893,261254
yem,1893,3069456
zmb,1893,747000
zwe,1893,1828523
guf,1893,16833
pyf,1893,33209
glp,1893,138091
gum,1893,11539
mtq,1893,145004
myt,1893,11583
ant,1893,73149
ncl,1893,45854
reu,1893,161163
vir,1893,32442
esh,1893,6835
akr_a_dhe,1893,7138
asm,1893,5987
aia,1893,3409
vgb,1893,4658
chanisl,1893,70576
cxr,1893,0
cck,1893,151
cok,1893,9755
cheslo,1893,11512639
deu_east,1893,11920954
eri_a_eth,1893,9285809
fro,1893,21753
flk,1893,382
gib,1893,14880
gbg,1893,31313
hos,1893,905
gbm,1893,38004
jey,1893,39238
kos,1893,727726
lie,1893,9422
msr,1893,12000
niu,1893,4571
nfk,1893,1431
yem_north,1893,2910049
mnp,1893,5073
pcn,1893,62
scg,1893,4311571
scg_ex_kos,1893,3439974
yem_south,1893,901001
stbar,1893,2552
shn,1893,3772
stmar,1893,10400
spm,1893,3025
sjm,1893,402
tkl,1893,405
ussr,1893,114645037
korea_union,1893,14905123
wlf,1893,5307
deu_west,1893,30052668
yug,1893,10113215
ala,1893,17973
afg,1894,4998790
alb,1894,754741
dza,1894,4656516
and,1894,4301
ago,1894,2678595
atg,1894,36388
arg,1894,3851427
arm,1894,811974
abw,1894,28401
aus,1894,3395000
aut,1894,5622000
aze,1894,1733589
bhs,1894,49726
bhr,1894,73675
bgd,1894,28444483
brb,1894,186807
blr,1894,4637748
bel,1894,6370000
blz,1894,32690
ben,1894,1307814
bmu,1894,15843
btn,1894,128551
bol,1894,1653746
bih,1894,1629179
bwa,1894,121000
bra,1894,15607000
brn,1894,12775
bgr,1894,3657106
bfa,1894,2851809
bdi,1894,1593168
khm,1894,2722909
cmr,1894,2316860
can,1894,5121000
cpv,1894,107947
cym,1894,4474
caf,1894,682519
tcd,1894,1432000
chl,1894,2748040
chn,1894,387978999
col,1894,3607761
com,1894,100726
cod,1894,8417519
cog,1894,537999
cri,1894,255502
civ,1894,1798597
hrv,1894,2353357
cub,1894,1645949
cyp,1894,217034
cze,1894,7231734
dnk,1894,2367000
dji,1894,40331
dma,1894,27585
dom,1894,442801
ecu,1894,1312273
egy,1894,9549468
slv,1894,701094
gnq,1894,102744
eri,1894,544763
est,1894,658729
eth,1894,8370446
fji,1894,120666
fin,1894,2511000
fra,1894,40056000
gab,1894,293695
gmb,1894,178989
geo,1894,2111730
deu,1894,49703000
gha,1894,1823183
grc,1894,4668000
grl,1894,15774
grd,1894,55821
gtm,1894,1312107
gin,1894,1888714
gnb,1894,356977
guy,1894,276432
hti,1894,1467707
hnd,1894,479129
hkg,1894,246909
hun,1894,6819558
isl,1894,99370
ind,1894,233514037
idn,1894,36718502
irn,1894,9769110
irq,1894,2092188
irl,1894,3265230
isr,1894,334700
ita,1894,32513000
jam,1894,669092
jpn,1894,41350000
jor,1894,309040
kaz,1894,4016376
ken,1894,2574000
kir,1894,22174
kwt,1894,92880
kgz,1894,1042979
lao,1894,1060152
lva,1894,1165323
lbn,1894,565918
lso,1894,481877
lbr,1894,575460
lby,1894,778214
ltu,1894,1535647
lux,1894,205605
mac,1894,66783
mkd,1894,751367
mdg,1894,2787481
mwi,1894,737000
mys,1894,1817587
mdv,1894,65212
mli,1894,2771261
mlt,1894,216840
mhl,1894,9201
mrt,1894,520628
mus,1894,371000
mex,1894,12447000
fsm,1894,24004
mda,1894,1402408
mco,1894,13323
mng,1894,699238
mne,1894,243167
mar,1894,4471083
moz,1894,3971642
mmr,1894,8465468
nam,1894,229000
nru,1894,2405
npl,1894,5228210
nld,1894,4743000
nzl,1894,722000
nic,1894,525735
ner,1894,1835189
nga,1894,16600981
prk,1894,4722528
nor,1894,2057000
omn,1894,408163
pak,1894,18171159
plw,1894,5618
pan,1894,242699
png,1894,1201611
pry,1894,428182
per,1894,3428164
phl,1894,5922344
pol,1894,23594317
prt,1894,5178000
pri,1894,885521
qat,1894,16103
rou,1894,10619393
rus,1894,61378908
rwa,1894,1466280
wsm,1894,34422
smr,1894,8883
stp,1894,39497
sau,1894,2521011
sen,1894,1659350
srb,1894,4115046
syc,1894,16847
sle,1894,1303122
sgp,1894,178039
svk,1894,2802646
svn,1894,900281
slb,1894,79562
som,1894,1592265
zaf,1894,4167050
kor,1894,9867172
ssd,1894,1465835
esp,1894,18076000
lka,1894,3584000
kna,1894,30132
lca,1894,44255
vct,1894,42985
sdn,1894,5698751
sur,1894,140983
swz,1894,86000
swe,1894,4881871
che,1894,3077000
syr,1894,1800155
twn,1894,2639692
tjk,1894,917863
tza,1894,3921877
tha,1894,6922771
tls,1894,310529
tgo,1894,853719
ton,1894,19814
tto,1894,229716
tun,1894,1523476
tur,1894,13487499
tkm,1894,724285
tca,1894,4872
tuv,1894,3778
uga,1894,2686916
ukr,1894,22226899
are,1894,45884
gbr,1894,35593770
usa,1894,68541000
ury,1894,770000
uzb,1894,3780188
vut,1894,37794
ven,1894,2346000
vnm,1894,14782364
pse,1894,264542
yem,1894,3079842
zmb,1894,747000
zwe,1894,1841624
guf,1894,16956
pyf,1894,32731
glp,1894,139111
gum,1894,11253
mtq,1894,146091
myt,1894,11637
ant,1894,73695
ncl,1894,46134
reu,1894,162387
vir,1894,32258
esh,1894,6919
akr_a_dhe,1894,7189
asm,1894,5945
aia,1894,3434
vgb,1894,4688
chanisl,1894,71037
cxr,1894,0
cck,1894,153
cok,1894,9643
cheslo,1894,11600510
deu_east,1894,12062009
eri_a_eth,1894,9424186
fro,1894,21895
flk,1894,394
gib,1894,14963
gbg,1894,31517
hos,1894,905
gbm,1894,38254
jey,1894,39494
kos,1894,734132
lie,1894,9484
msr,1894,12000
niu,1894,4573
nfk,1894,1435
yem_north,1894,2929651
mnp,1894,5102
pcn,1894,63
scg,1894,4349529
scg_ex_kos,1894,3470259
yem_south,1894,907070
stbar,1894,2546
shn,1894,3709
stmar,1894,10494
spm,1894,3047
sjm,1894,412
tkl,1894,397
ussr,1894,116003624
korea_union,1894,14933643
wlf,1894,5333
deu_west,1894,30401020
yug,1894,10258355
ala,1894,18157
afg,1895,5034836
alb,1895,762102
dza,1895,4697361
and,1895,4329
ago,1895,2698071
atg,1895,36187
arg,1895,3980398
arm,1895,819417
abw,1895,28550
aus,1895,3460000
aut,1895,5680000
aze,1895,1749547
bhs,1895,50316
bhr,1895,74086
bgd,1895,28611253
brb,1895,188093
blr,1895,4680413
bel,1895,6439000
blz,1895,33273
ben,1895,1320601
bmu,1895,16135
btn,1895,129172
bol,1895,1660715
bih,1895,1643518
bwa,1895,121000
bra,1895,15980000
brn,1895,13190
bgr,1895,3712142
bfa,1895,2872613
bdi,1895,1605532
khm,1895,2740157
cmr,1895,2323746
can,1895,5169000
cpv,1895,108916
cym,1895,4533
caf,1895,685784
tcd,1895,1432000
chl,1895,2783171
chn,1895,390000001
col,1895,3670049
com,1895,101520
cod,1895,8473286
cog,1895,541917
cri,1895,261992
civ,1895,1810844
hrv,1895,2374137
cub,1895,1647951
cyp,1895,219779
cze,1895,7258243
dnk,1895,2397000
dji,1895,40642
dma,1895,27783
dom,1895,454090
ecu,1895,1326503
egy,1895,9671036
slv,1895,711516
gnq,1895,103085
eri,1895,552005
est,1895,664799
eth,1895,8489288
fji,1895,120555
fin,1895,2483000
fra,1895,40098000
gab,1895,296160
gmb,1895,180324
geo,1895,2131161
deu,1895,50363000
gha,1895,1834139
grc,1895,4716000
grl,1895,15880
grd,1895,56794
gtm,1895,1322793
gin,1895,1905430
gnb,1895,359360
guy,1895,278343
hti,1895,1482701
hnd,1895,482546
hkg,1895,255898
hun,1895,6869861
isl,1895,100018
ind,1895,234447666
idn,1895,37375576
irn,1895,9830035
irq,1895,2116809
irl,1895,3244595
isr,1895,338923
ita,1895,32689000
jam,1895,677320
jpn,1895,41775000
jor,1895,310978
kaz,1895,4053278
ken,1895,2574000
kir,1895,22238
kwt,1895,93398
kgz,1895,1052555
lao,1895,1075253
lva,1895,1176075
lbn,1895,570013
lso,1895,485511
lbr,1895,580201
lby,1895,782106
ltu,1895,1549805
lux,1895,206948
mac,1895,66311
mkd,1895,758006
mdg,1895,2806552
mwi,1895,737000
mys,1895,1880883
mdv,1895,65593
mli,1895,2796859
mlt,1895,218253
mhl,1895,9258
mrt,1895,522798
mus,1895,371000
mex,1895,12663000
fsm,1895,24127
mda,1895,1415299
mco,1895,13420
mng,1895,700570
mne,1895,245322
mar,1895,4502672
moz,1895,4006094
mmr,1895,8728865
nam,1895,229000
nru,1895,2414
npl,1895,5237302
nld,1895,4803000
nzl,1895,735000
nic,1895,531896
ner,1895,1844840
nga,1895,16672065
prk,1895,4731554
nor,1895,2083000
omn,1895,409975
pak,1895,18263489
plw,1895,5646
pan,1895,245970
png,1895,1209183
pry,1895,430129
per,1895,3449019
phl,1895,5995671
pol,1895,23783114
prt,1895,5215000
pri,1895,898623
qat,1895,16193
rou,1895,10681901
rus,1895,61945723
rwa,1895,1475364
wsm,1895,34181
smr,1895,8941
stp,1895,39793
sau,1895,2528940
sen,1895,1670523
srb,1895,4151378
syc,1895,17139
sle,1895,1311870
sgp,1895,183725
svk,1895,2812870
svn,1895,908232
slb,1895,79921
som,1895,1602306
zaf,1895,4253408
kor,1895,9871971
ssd,1895,1472367
esp,1895,18157000
lka,1895,3626000
kna,1895,30361
lca,1895,45034
vct,1895,43668
sdn,1895,5724142
sur,1895,142049
swz,1895,86000
swe,1895,4916134
che,1895,3114000
syr,1895,1809871
twn,1895,2675818
tjk,1895,926293
tza,1895,3935755
tha,1895,6987446
tls,1895,313974
tgo,1895,861243
ton,1895,19845
tto,1895,235694
tun,1895,1539998
tur,1895,13563161
tkm,1895,730963
tca,1895,4931
tuv,1895,3799
uga,1895,2695856
ukr,1895,22433302
are,1895,46139
gbr,1895,35976405
usa,1895,69851000
ury,1895,792000
uzb,1895,3814976
vut,1895,37952
ven,1895,2375000
vnm,1895,14992895
pse,1895,267880
yem,1895,3090264
zmb,1895,747000
zwe,1895,1854820
guf,1895,17079
pyf,1895,32259
glp,1895,140137
gum,1895,10974
mtq,1895,147187
myt,1895,11692
ant,1895,74244
ncl,1895,46415
reu,1895,163621
vir,1895,32075
esh,1895,7005
akr_a_dhe,1895,7240
asm,1895,5904
aia,1895,3458
vgb,1895,4718
chanisl,1895,71500
cxr,1895,0
cck,1895,155
cok,1895,9533
cheslo,1895,11689052
deu_east,1895,12204733
eri_a_eth,1895,9564625
fro,1895,22038
flk,1895,407
gib,1895,15048
gbg,1895,31723
hos,1895,905
gbm,1895,38506
jey,1895,39751
kos,1895,740596
lie,1895,9548
msr,1895,12000
niu,1895,4574
nfk,1895,1439
yem_north,1895,2949386
mnp,1895,5131
pcn,1895,64
scg,1895,4387821
scg_ex_kos,1895,3500810
yem_south,1895,913181
stbar,1895,2540
shn,1895,3648
stmar,1895,10590
spm,1895,3069
sjm,1895,421
tkl,1895,389
ussr,1895,117378312
korea_union,1895,14962217
wlf,1895,5359
deu_west,1895,30753410
yug,1895,10405578
ala,1895,18343
afg,1896,5071143
alb,1896,769535
dza,1896,4738565
and,1896,4357
ago,1896,2717689
atg,1896,35986
arg,1896,4113688
arm,1896,826928
abw,1896,28700
aus,1896,3523000
aut,1896,5739000
aze,1896,1765652
bhs,1896,50912
bhr,1896,74499
bgd,1896,28779001
brb,1896,189388
blr,1896,4723470
bel,1896,6494000
blz,1896,33867
ben,1896,1333514
bmu,1896,16432
btn,1896,129796
bol,1896,1667713
bih,1896,1657984
bwa,1896,121000
bra,1896,16362000
brn,1896,13619
bgr,1896,3768007
bfa,1896,2893569
bdi,1896,1617992
khm,1896,2757515
cmr,1896,2330653
can,1896,5218000
cpv,1896,109894
cym,1896,4594
caf,1896,689064
tcd,1896,1432000
chl,1896,2818312
chn,1896,391980002
col,1896,3733413
com,1896,102320
cod,1896,8529422
cog,1896,545864
cri,1896,268647
civ,1896,1823175
hrv,1896,2395100
cub,1896,1649956
cyp,1896,222560
cze,1896,7284849
dnk,1896,2428000
dji,1896,40955
dma,1896,27982
dom,1896,465666
ecu,1896,1340887
egy,1896,9794152
slv,1896,722094
gnq,1896,103428
eri,1896,559344
est,1896,670925
eth,1896,8609817
fji,1896,120443
fin,1896,2515000
fra,1896,40192000
gab,1896,298646
gmb,1896,181669
geo,1896,2150772
deu,1896,51111000
gha,1896,1845161
grc,1896,4764000
grl,1896,15988
grd,1896,57784
gtm,1896,1333566
gin,1896,1922294
gnb,1896,361759
guy,1896,280267
hti,1896,1497848
hnd,1896,485987
hkg,1896,265215
hun,1896,6920536
isl,1896,100670
ind,1896,235385028
idn,1896,37811100
irn,1896,9891339
irq,1896,2141720
irl,1896,3231788
isr,1896,343302
ita,1896,32863000
jam,1896,685649
jpn,1896,42196000
jor,1896,312927
kaz,1896,4090520
ken,1896,2574000
kir,1896,22303
kwt,1896,93918
kgz,1896,1062219
lao,1896,1090569
lva,1896,1186926
lbn,1896,574137
lso,1896,489172
lbr,1896,584982
lby,1896,786017
ltu,1896,1564094
lux,1896,208299
mac,1896,65842
mkd,1896,764704
mdg,1896,2825753
mwi,1896,737000
mys,1896,1946383
mdv,1896,65976
mli,1896,2822694
mlt,1896,219676
mhl,1896,9316
mrt,1896,524977
mus,1896,371000
mex,1896,12822000
fsm,1896,24251
mda,1896,1428308
mco,1896,13518
mng,1896,701906
mne,1896,247496
mar,1896,4534484
moz,1896,4040845
mmr,1896,9000457
nam,1896,229000
nru,1896,2423
npl,1896,5246410
nld,1896,4866000
nzl,1896,748000
nic,1896,538129
ner,1896,1854541
nga,1896,16743454
prk,1896,4740597
nor,1896,2112000
omn,1896,411795
pak,1896,18356287
plw,1896,5675
pan,1896,249285
png,1896,1216803
pry,1896,432086
per,1896,3470000
phl,1896,6069906
pol,1896,23973421
prt,1896,5252000
pri,1896,911919
qat,1896,16283
rou,1896,10744776
rus,1896,62517773
rwa,1896,1484505
wsm,1896,33941
smr,1896,8999
stp,1896,40092
sau,1896,2536893
sen,1896,1681771
srb,1896,4188031
syc,1896,17436
sle,1896,1320676
sgp,1896,189593
svk,1896,2823131
svn,1896,916253
slb,1896,80282
som,1896,1612409
zaf,1896,4341556
kor,1896,9876772
ssd,1896,1478927
esp,1896,18238000
lka,1896,3693000
kna,1896,30592
lca,1896,45826
vct,1896,44362
sdn,1896,5749647
sur,1896,143124
swz,1896,86000
swe,1896,4958726
che,1896,3151000
syr,1896,1819639
twn,1896,2712438
tjk,1896,934800
tza,1896,3949682
tha,1896,7052726
tls,1896,317457
tgo,1896,868834
ton,1896,19876
tto,1896,241828
tun,1896,1556700
tur,1896,13639246
tkm,1896,737704
tca,1896,4991
tuv,1896,3821
uga,1896,2704825
ukr,1896,22641622
are,1896,46397
gbr,1896,36367212
usa,1896,71161000
ury,1896,815000
uzb,1896,3850084
vut,1896,38110
ven,1896,2408000
vnm,1896,15206423
pse,1896,271341
yem,1896,3100721
zmb,1896,747000
zwe,1896,1868109
guf,1896,17204
pyf,1896,31794
glp,1896,141172
gum,1896,10701
mtq,1896,148291
myt,1896,11747
ant,1896,74797
ncl,1896,46698
reu,1896,164865
vir,1896,31894
esh,1896,7091
akr_a_dhe,1896,7291
asm,1896,5863
aia,1896,3483
vgb,1896,4748
chanisl,1896,71966
cxr,1896,0
cck,1896,157
cok,1896,9424
cheslo,1896,11778269
deu_east,1896,12349146
eri_a_eth,1896,9707156
fro,1896,22181
flk,1896,420
gib,1896,15133
gbg,1896,31930
hos,1896,905
gbm,1896,38760
jey,1896,40011
kos,1896,747116
lie,1896,9611
msr,1896,12000
niu,1896,4576
nfk,1896,1443
yem_north,1896,2969253
mnp,1896,5160
pcn,1896,65
scg,1896,4426450
scg_ex_kos,1896,3531630
yem_south,1896,919332
stbar,1896,2534
shn,1896,3587
stmar,1896,10686
spm,1896,3092
sjm,1896,430
tkl,1896,381
ussr,1896,118769289
korea_union,1896,14990845
wlf,1896,5385
deu_west,1896,31109885
yug,1896,10554914
ala,1896,18532
afg,1897,5107712
alb,1897,777041
dza,1897,4780130
and,1897,4386
ago,1897,2737449
atg,1897,35787
arg,1897,4251441
arm,1897,834508
abw,1897,28850
aus,1897,3586000
aut,1897,5798000
aze,1897,1781905
bhs,1897,51515
bhr,1897,74914
bgd,1897,28947732
brb,1897,190693
blr,1897,4766924
bel,1897,6548000
blz,1897,34472
ben,1897,1346552
bmu,1897,16734
btn,1897,130423
bol,1897,1674740
bih,1897,1672577
bwa,1897,121000
bra,1897,16753000
brn,1897,14061
bgr,1897,3824712
bfa,1897,2914677
bdi,1897,1630549
khm,1897,2774982
cmr,1897,2337580
can,1897,5269000
cpv,1897,110881
cym,1897,4655
caf,1897,692361
tcd,1897,1432000
chl,1897,2853462
chn,1897,393969999
col,1897,3797871
com,1897,103126
cod,1897,8585930
cog,1897,549839
cri,1897,275471
civ,1897,1835589
hrv,1897,2416249
cub,1897,1651963
cyp,1897,225376
cze,1897,7311553
dnk,1897,2462000
dji,1897,41271
dma,1897,28183
dom,1897,477538
ecu,1897,1355427
egy,1897,9918834
slv,1897,732829
gnq,1897,103772
eri,1897,566780
est,1897,677108
eth,1897,8732057
fji,1897,120332
fin,1897,2549000
fra,1897,40348000
gab,1897,301152
gmb,1897,183024
geo,1897,2170563
deu,1897,51921000
gha,1897,1856249
grc,1897,4813000
grl,1897,16096
grd,1897,58792
gtm,1897,1344427
gin,1897,1939308
gnb,1897,364175
guy,1897,282204
hti,1897,1513150
hnd,1897,489453
hkg,1897,274871
hun,1897,6971584
isl,1897,101326
ind,1897,236326138
idn,1897,38458706
irn,1897,9953026
irq,1897,2166924
irl,1897,3223249
isr,1897,347747
ita,1897,33078000
jam,1897,694080
jpn,1897,42643000
jor,1897,314889
kaz,1897,4128103
ken,1897,2574000
kir,1897,22368
kwt,1897,94442
kgz,1897,1071971
lao,1897,1106103
lva,1897,1197877
lbn,1897,578292
lso,1897,492861
lbr,1897,589802
lby,1897,789947
ltu,1897,1578515
lux,1897,209658
mac,1897,65377
mkd,1897,771460
mdg,1897,2845086
mwi,1897,737000
mys,1897,2014163
mdv,1897,66362
mli,1897,2848767
mlt,1897,221108
mhl,1897,9373
mrt,1897,527165
mus,1897,371000
mex,1897,13014000
fsm,1897,24376
mda,1897,1441437
mco,1897,13616
mng,1897,703244
mne,1897,249689
mar,1897,4566520
moz,1897,4075898
mmr,1897,9280500
nam,1897,229000
nru,1897,2432
npl,1897,5255534
nld,1897,4935000
nzl,1897,764000
nic,1897,544435
ner,1897,1864294
nga,1897,16815148
prk,1897,4749657
nor,1897,2142000
omn,1897,413623
pak,1897,18449557
plw,1897,5703
pan,1897,252645
png,1897,1224470
pry,1897,434051
per,1897,3513000
phl,1897,6145059
pol,1897,24165251
prt,1897,5290000
pri,1897,925412
qat,1897,16374
rou,1897,10808021
rus,1897,63095106
rwa,1897,1493702
wsm,1897,33703
smr,1897,9058
stp,1897,40392
sau,1897,2544872
sen,1897,1693094
srb,1897,4225008
syc,1897,17738
sle,1897,1329542
sgp,1897,195649
svk,1897,2833429
svn,1897,924346
slb,1897,80645
som,1897,1622577
zaf,1897,4431530
kor,1897,9881575
ssd,1897,1485517
esp,1897,18320000
lka,1897,3752000
kna,1897,30825
lca,1897,46632
vct,1897,45067
sdn,1897,5775266
sur,1897,144206
swz,1897,86000
swe,1897,4997923
che,1897,3188000
syr,1897,1829460
twn,1897,2749559
tjk,1897,943385
tza,1897,3963658
tha,1897,7118615
tls,1897,320979
tgo,1897,876491
ton,1897,19907
tto,1897,248121
tun,1897,1573582
tur,1897,13715759
tkm,1897,744506
tca,1897,5051
tuv,1897,3842
uga,1897,2713824
ukr,1897,22851876
are,1897,46655
gbr,1897,36763751
usa,1897,72471000
ury,1897,839000
uzb,1897,3885515
vut,1897,38268
ven,1897,2442000
vnm,1897,15422993
pse,1897,274854
yem,1897,3111213
zmb,1897,747000
zwe,1897,1881494
guf,1897,17330
pyf,1897,31336
glp,1897,142214
gum,1897,10436
mtq,1897,149403
myt,1897,11803
ant,1897,75355
ncl,1897,46982
reu,1897,166117
vir,1897,31713
esh,1897,7179
akr_a_dhe,1897,7342
asm,1897,5821
aia,1897,3508
vgb,1897,4778
chanisl,1897,72436
cxr,1897,0
cck,1897,159
cok,1897,9316
cheslo,1897,11868167
deu_east,1897,12495267
eri_a_eth,1897,9851812
fro,1897,22326
flk,1897,433
gib,1897,15218
gbg,1897,32138
hos,1897,905
gbm,1897,39015
jey,1897,40271
kos,1897,753693
lie,1897,9675
msr,1897,12000
niu,1897,4578
nfk,1897,1448
yem_north,1897,2989255
mnp,1897,5189
pcn,1897,66
scg,1897,4465419
scg_ex_kos,1897,3562722
yem_south,1897,925525
stbar,1897,2528
shn,1897,3528
stmar,1897,10783
spm,1897,3114
sjm,1897,440
tkl,1897,373
ussr,1897,120176750
korea_union,1897,15019529
wlf,1897,5411
deu_west,1897,31470492
yug,1897,10706393
ala,1897,18722
afg,1898,5144544
alb,1898,784620
dza,1898,4822060
and,1898,4414
ago,1898,2757353
atg,1898,35588
arg,1898,4393807
arm,1898,842157
abw,1898,29001
aus,1898,3642000
aut,1898,5856000
aze,1898,1798308
bhs,1898,52125
bhr,1898,75332
bgd,1898,29117452
brb,1898,192006
blr,1898,4810778
bel,1898,6604000
blz,1898,35087
ben,1898,1359719
bmu,1898,17042
btn,1898,131053
bol,1898,1681797
bih,1898,1687298
bwa,1898,121000
bra,1898,17154000
brn,1898,14518
bgr,1898,3882271
bfa,1898,2935940
bdi,1898,1643204
khm,1898,2792561
cmr,1898,2344527
can,1898,5325000
cpv,1898,111876
cym,1898,4717
caf,1898,695673
tcd,1898,1432000
chl,1898,2888620
chn,1898,395970000
col,1898,3863442
com,1898,103939
cod,1898,8642812
cog,1898,553844
cri,1898,282468
civ,1898,1848088
hrv,1898,2437584
cub,1898,1653973
cyp,1898,228227
cze,1898,7338355
dnk,1898,2497000
dji,1898,41589
dma,1898,28385
dom,1898,489712
ecu,1898,1370125
egy,1898,10045105
slv,1898,743723
gnq,1898,104116
eri,1898,574315
est,1898,683347
eth,1898,8856032
fji,1898,120222
fin,1898,2589000
fra,1898,40473000
gab,1898,303680
gmb,1898,184389
geo,1898,2190536
deu,1898,52753000
gha,1898,1867404
grc,1898,4862000
grl,1898,16204
grd,1898,59817
gtm,1898,1355377
gin,1898,1956472
gnb,1898,366606
guy,1898,284155
hti,1898,1528608
hnd,1898,492944
hkg,1898,284879
hun,1898,7023009
isl,1898,101987
ind,1898,237271010
idn,1898,39117674
irn,1898,10015097
irq,1898,2192425
irl,1898,3214711
isr,1898,352496
ita,1898,33285000
jam,1898,702614
jpn,1898,43145000
jor,1898,316862
kaz,1898,4166032
ken,1898,2574000
kir,1898,22433
kwt,1898,94968
kgz,1898,1081813
lao,1898,1121859
lva,1898,1208929
lbn,1898,582476
lso,1898,496578
lbr,1898,594662
lby,1898,793898
ltu,1898,1593068
lux,1898,211027
mac,1898,64915
mkd,1898,778277
mdg,1898,2864551
mwi,1898,737000
mys,1898,2084305
mdv,1898,66749
mli,1898,2875082
mlt,1898,222549
mhl,1898,9431
mrt,1898,529362
mus,1898,371000
mex,1898,13209000
fsm,1898,24502
mda,1898,1454686
mco,1898,13715
mng,1898,704584
mne,1898,251902
mar,1898,4598783
moz,1898,4111254
mmr,1898,9569256
nam,1898,229000
nru,1898,2441
npl,1898,5264673
nld,1898,5003000
nzl,1898,779000
nic,1898,550816
ner,1898,1874097
nga,1898,16887149
prk,1898,4758735
nor,1898,2174000
omn,1898,415459
pak,1898,18543302
plw,1898,5732
pan,1898,256051
png,1898,1232186
pry,1898,436025
per,1898,3558000
phl,1898,6221144
pol,1898,24358616
prt,1898,5327000
pri,1898,939105
qat,1898,16465
rou,1898,10871639
rus,1898,63677770
rwa,1898,1502957
wsm,1898,33467
smr,1898,9117
stp,1898,40695
sau,1898,2552876
sen,1898,1704494
srb,1898,4262311
syc,1898,18045
sle,1898,1338467
sgp,1898,201897
svk,1898,2843765
svn,1898,932509
slb,1898,81009
som,1898,1632808
zaf,1898,4523369
kor,1898,9886381
ssd,1898,1492136
esp,1898,18402000
lka,1898,3820000
kna,1898,31059
lca,1898,47452
vct,1898,45783
sdn,1898,5800998
sur,1898,145297
swz,1898,86000
swe,1898,5036464
che,1898,3226000
syr,1898,1839334
twn,1898,2787189
tjk,1898,952049
tza,1898,3977683
tha,1898,7185120
tls,1898,324539
tgo,1898,884216
ton,1898,19938
tto,1898,254578
tun,1898,1590647
tur,1898,13792700
tkm,1898,751371
tca,1898,5112
tuv,1898,3864
uga,1898,2722853
ukr,1898,23064083
are,1898,46915
gbr,1898,37166289
usa,1898,73781000
ury,1898,864000
uzb,1898,3921272
vut,1898,38428
ven,1898,2475000
vnm,1898,15642647
pse,1898,278608
yem,1898,3121741
zmb,1898,747000
zwe,1898,1894975
guf,1898,17456
pyf,1898,30884
glp,1898,143264
gum,1898,10177
mtq,1898,150524
myt,1898,11858
ant,1898,75917
ncl,1898,47268
reu,1898,167379
vir,1898,31533
esh,1898,7268
akr_a_dhe,1898,7394
asm,1898,5781
aia,1898,3533
vgb,1898,4808
chanisl,1898,72908
cxr,1898,213
cck,1898,161
cok,1898,9210
cheslo,1898,11958752
deu_east,1898,12643118
eri_a_eth,1898,9998623
fro,1898,22471
flk,1898,447
gib,1898,15304
gbg,1898,32347
hos,1898,905
